student_id,internship_id,skills,req_skills,gpa,stipend,match,accept
S01663,I013,sql backend autocad python,excel backend,8.2,5500,0,0
S01853,I037,python ml presentation analysis sql,java manufacturing,6.81,5000,0,0
S01208,I026,autocad sql analysis design,networking analysis sql manufacturing cloud,8.15,4500,0,0
S00725,I020,manufacturing frontend writing ml analysis,networking excel,7.69,5000,0,0
S01669,I014,manufacturing presentation backend design frontend communication,analysis ml networking python,8.83,5000,0,0
S00265,I034,writing sql frontend autocad python cloud,python networking,7.43,5000,1,0
S00654,I014,presentation java networking manufacturing communication,analysis ml networking python,6.24,5000,0,0
S01531,I038,communication backend presentation,cloud autocad analysis python sql,7.11,4500,0,0
S01775,I020,autocad communication python frontend backend manufacturing,networking excel,7.38,5000,0,0
S01061,I010,communication autocad ml,manufacturing design backend,7.35,5500,0,0
S01691,I024,python networking writing design communication cloud,autocad analysis writing python backend,6.45,5000,0,0
S01528,I014,excel ml cloud,analysis ml networking python,8.7,5000,0,0
S01603,I018,communication java python manufacturing presentation frontend,java backend networking,9.59,5000,1,0
S01529,I038,networking ml communication backend sql,cloud autocad analysis python sql,7.77,4500,0,0
S01380,I037,sql backend analysis python communication,java manufacturing,7.31,5000,0,0
S01890,I023,manufacturing writing analysis frontend excel ml,manufacturing presentation design,7.32,5500,1,0
S00500,I035,java communication networking autocad excel ml,java autocad communication sql,9.48,4500,1,1
S00736,I032,autocad cloud ml excel backend,sql frontend manufacturing,8.55,5000,0,0
S00728,I004,excel python java backend design,excel sql design autocad,8.86,4500,1,1
S01585,I037,manufacturing cloud communication analysis,java manufacturing,7.88,5000,0,0
S00077,I018,analysis python excel cloud communication frontend,java backend networking,6.41,5000,0,0
S01555,I030,ml presentation manufacturing frontend java excel,sql frontend,9.43,5500,0,0
S00104,I025,writing manufacturing ml,networking excel,6.67,5000,1,0
S00933,I003,frontend design ml,networking manufacturing frontend java python,7.57,5500,0,0
S01118,I037,analysis ml design python cloud,java manufacturing,7.33,5000,1,0
S00841,I029,writing excel manufacturing java presentation autocad,design java excel,7.27,5500,0,0
S01794,I022,presentation frontend analysis sql,networking java,7.14,4500,0,0
S00462,I016,java ml frontend analysis presentation sql,backend networking,8.25,5000,0,0
S00445,I004,communication writing sql cloud analysis manufacturing,excel sql design autocad,7.46,4500,0,0
S00160,I014,manufacturing cloud ml python networking,analysis ml networking python,6.37,5000,0,0
S00805,I019,networking cloud ml manufacturing,design writing java,8.8,5500,0,0
S00294,I008,writing ml autocad manufacturing,networking ml manufacturing,7.29,5500,0,0
S01816,I016,communication frontend backend java networking,backend networking,6.41,5000,0,0
S00172,I007,networking cloud excel java manufacturing analysis,cloud networking backend communication ml,8.15,4500,1,1
S00390,I017,excel presentation python communication design,networking autocad,9.15,5000,0,0
S01141,I013,design sql analysis frontend backend,excel backend,8.23,5500,0,0
S00484,I024,java writing python backend networking,autocad analysis writing python backend,7.76,5000,1,1
S00767,I020,backend communication design sql analysis,networking excel,6.83,5000,0,0
S01253,I039,analysis autocad python,cloud ml writing,7.16,4500,0,0
S01054,I012,design ml sql writing,analysis frontend sql,6.37,4500,0,0
S01160,I032,backend frontend excel sql presentation python,sql frontend manufacturing,7.05,5000,0,0
S00809,I001,presentation communication networking,java writing sql,7.15,5000,0,0
S01383,I008,backend java excel frontend,networking ml manufacturing,9.42,5500,0,0
S01235,I011,networking python frontend,presentation communication excel ml cloud,7.29,5500,0,0
S01290,I030,writing presentation backend autocad ml,sql frontend,6.96,5500,0,0
S01356,I024,design networking writing presentation sql cloud,autocad analysis writing python backend,6.48,5000,1,0
S00946,I029,frontend ml excel autocad,design java excel,10.0,5500,1,1
S00361,I022,java frontend backend manufacturing analysis design,networking java,6.63,4500,0,0
S01621,I006,autocad networking python manufacturing,sql backend,5.2,5000,0,0
S00114,I031,analysis java python writing communication excel,communication sql,8.29,4500,0,0
S00160,I030,manufacturing cloud ml python networking,sql frontend,6.37,5500,0,0
S00306,I014,sql autocad manufacturing backend java,analysis ml networking python,8.33,5000,0,0
S00591,I029,presentation networking autocad python manufacturing,design java excel,9.41,5500,0,0
S00137,I030,python ml java writing analysis,sql frontend,6.98,5500,0,0
S01827,I039,networking excel writing analysis,cloud ml writing,5.66,4500,0,0
S01968,I021,manufacturing excel frontend,ml writing,9.63,4500,0,0
S00469,I038,analysis writing networking presentation,cloud autocad analysis python sql,9.09,4500,1,0
S01371,I031,analysis cloud autocad presentation python ml,communication sql,8.11,4500,1,0
S01323,I033,python frontend excel sql java presentation,backend excel java,8.27,5000,1,0
S01423,I002,python presentation java excel,python sql,7.36,5500,0,0
S01489,I019,manufacturing design cloud autocad excel java,design writing java,7.83,5500,0,0
S01420,I014,communication python presentation manufacturing backend design,analysis ml networking python,8.87,5000,0,0
S01121,I005,sql frontend communication ml,presentation sql,7.48,4500,0,0
S00814,I011,sql communication cloud python presentation,presentation communication excel ml cloud,8.52,5500,0,0
S00463,I006,writing autocad design java analysis,sql backend,8.53,5000,0,0
S01450,I007,frontend analysis writing,cloud networking backend communication ml,7.59,4500,0,0
S01708,I007,excel cloud networking communication,cloud networking backend communication ml,6.99,4500,1,1
S00955,I014,communication networking backend sql ml,analysis ml networking python,8.42,5000,0,0
S00854,I012,writing cloud analysis,analysis frontend sql,5.56,4500,1,0
S01470,I019,communication frontend design excel cloud,design writing java,5.03,5500,0,0
S00543,I020,manufacturing frontend autocad backend writing,networking excel,6.38,5000,0,0
S01252,I028,presentation autocad design analysis writing communication,python design java presentation networking,8.02,4500,0,0
S01362,I025,python manufacturing backend,networking excel,7.58,5000,1,1
S01136,I010,communication design cloud,manufacturing design backend,6.68,5500,0,0
S01117,I008,backend design frontend,networking ml manufacturing,7.28,5500,0,0
S01221,I040,java networking communication ml excel,java cloud,6.11,4500,1,1
S00393,I028,python manufacturing analysis autocad,python design java presentation networking,5.95,4500,0,0
S01596,I007,analysis networking java presentation excel,cloud networking backend communication ml,8.43,4500,1,0
S00523,I038,networking manufacturing communication backend presentation writing,cloud autocad analysis python sql,7.91,4500,1,0
S00271,I001,writing autocad design networking analysis manufacturing,java writing sql,9.66,5000,0,0
S00120,I039,cloud presentation ml sql,cloud ml writing,6.13,4500,0,0
S00799,I028,java sql analysis presentation writing networking,python design java presentation networking,7.1,4500,1,0
S00495,I031,presentation design networking autocad python writing,communication sql,9.06,4500,0,0
S01441,I016,frontend design ml,backend networking,5.98,5000,0,0
S00240,I031,java cloud excel,communication sql,7.55,4500,0,0
S01294,I016,excel java analysis writing frontend,backend networking,6.31,5000,0,0
S01281,I021,autocad sql networking backend,ml writing,8.48,4500,0,0
S00539,I014,analysis frontend writing presentation excel java,analysis ml networking python,9.22,5000,0,0
S01412,I037,communication python ml manufacturing analysis sql,java manufacturing,9.09,5000,1,0
S00673,I008,manufacturing communication networking writing python,networking ml manufacturing,5.97,5500,1,0
S00134,I025,excel frontend cloud manufacturing ml,networking excel,7.24,5000,0,0
S00421,I026,ml java design,networking analysis sql manufacturing cloud,7.69,4500,0,0
S01293,I018,java writing backend presentation autocad,java backend networking,6.3,5000,0,0
S01591,I040,cloud backend python analysis communication design,java cloud,9.52,4500,0,0
S00242,I011,design excel java cloud analysis autocad,presentation communication excel ml cloud,8.19,5500,1,1
S00889,I021,autocad java python writing design excel,ml writing,7.39,4500,0,0
S01568,I034,presentation writing manufacturing sql networking design,python networking,6.68,5000,1,1
S01055,I029,analysis cloud python,design java excel,8.57,5500,0,0
S00264,I006,networking backend presentation frontend,sql backend,6.47,5000,0,0
S01725,I035,cloud python backend,java autocad communication sql,9.41,4500,0,0
S01790,I027,communication backend design java,communication design networking,6.67,4500,0,0
S00856,I030,presentation autocad sql backend writing,sql frontend,8.89,5500,0,0
S00264,I022,networking backend presentation frontend,networking java,6.47,4500,0,0
S01125,I005,manufacturing python design,presentation sql,6.81,4500,0,0
S00255,I011,cloud excel presentation sql communication ml,presentation communication excel ml cloud,7.2,5500,1,1
S00255,I040,cloud excel presentation sql communication ml,java cloud,7.2,4500,0,0
S00487,I037,frontend sql networking ml,java manufacturing,6.27,5000,0,0
S00451,I015,excel java presentation design networking writing,frontend analysis,7.42,5500,0,0
S00196,I012,communication writing networking manufacturing analysis python,analysis frontend sql,6.51,4500,0,0
S00521,I028,manufacturing sql design networking python autocad,python design java presentation networking,7.32,4500,1,1
S01369,I018,sql ml excel design,java backend networking,6.27,5000,1,0
S00539,I010,analysis frontend writing presentation excel java,manufacturing design backend,9.22,5500,0,0
S01752,I005,writing frontend communication networking backend,presentation sql,8.68,4500,0,0
S01463,I019,ml presentation analysis,design writing java,6.05,5500,0,0
S00101,I023,presentation java python,manufacturing presentation design,8.56,5500,0,0
S00828,I002,frontend networking sql,python sql,8.31,5500,0,0
S01315,I007,python excel java manufacturing cloud analysis,cloud networking backend communication ml,8.23,4500,0,0
S01082,I016,manufacturing communication java cloud,backend networking,9.26,5000,0,0
S00121,I011,python communication presentation analysis,presentation communication excel ml cloud,6.53,5500,0,0
S01217,I026,java communication backend,networking analysis sql manufacturing cloud,7.39,4500,0,0
S00412,I036,cloud analysis ml python design,frontend autocad,8.17,5500,0,0
S00929,I034,presentation sql python,python networking,7.62,5000,0,0
S01042,I010,ml python analysis excel manufacturing design,manufacturing design backend,7.58,5500,1,1
S00249,I023,java python cloud,manufacturing presentation design,9.77,5500,0,0
S00431,I026,python ml frontend,networking analysis sql manufacturing cloud,5.48,4500,1,0
S00524,I027,communication cloud analysis,communication design networking,7.07,4500,0,0
S01954,I032,sql writing presentation,sql frontend manufacturing,7.26,5000,0,0
S00092,I036,manufacturing analysis cloud python frontend,frontend autocad,7.83,5500,0,0
S00239,I025,analysis writing excel design,networking excel,7.51,5000,1,0
S00128,I040,excel analysis backend,java cloud,8.07,4500,1,0
S01198,I025,networking design autocad backend analysis,networking excel,6.4,5000,0,0
S00005,I019,cloud ml presentation writing,design writing java,9.24,5500,0,0
S01330,I020,java design frontend writing,networking excel,7.96,5000,0,0
S00687,I012,backend writing networking java frontend,analysis frontend sql,7.62,4500,0,0
S00542,I036,communication cloud autocad writing,frontend autocad,5.08,5500,0,0
S01626,I020,sql cloud writing excel python,networking excel,5.17,5000,0,0
S01191,I010,java analysis presentation writing,manufacturing design backend,7.91,5500,0,0
S02000,I019,python frontend writing ml analysis communication,design writing java,10.0,5500,1,0
