student_id,internship_id,skills,req_skills_job,gpa,stipend_internship,reservation,gender,rural,match,accept
S01080,I044,presentation writing autocad sql,sql presentation financial_modeling,6.63,5000,GEN,M,1,0,0
S01509,I035,design pcb_design,presentation financial_modeling,6.3,5000,OBC,F,1,0,0
S00576,I008,financial_modeling communication cad_modelling surveying,networking manufacturing python design,7.03,5000,OBC,M,0,0,0
S01578,I029,networking python,design communication,5.7,5000,GEN,M,1,0,0
S00759,I017,sql python excel,analysis presentation,7.06,5000,GEN,M,0,0,0
S03669,I056,financial_modeling excel,ml networking python,8.07,5000,OBC,F,1,1,1
S00764,I014,seo communication excel construction_management,backend python frontend,8.49,5000,GEN,F,0,0,0
S03114,I026,cloud python construction_management autocad,networking pcb_design design,6.86,5000,ST,F,0,0,0
S00829,I033,design autocad analysis social_media,python design analysis,7.18,5000,OBC,M,0,0,0
S01593,I046,financial_modeling communication,cloud backend frontend,7.39,5000,GEN,M,0,0,0
S00952,I045,cloud python manufacturing sql,communication analysis excel,6.88,5000,SC,M,1,0,0
S00174,I055,manufacturing networking design,cloud ml backend python,6.38,5000,SC,F,1,0,0
S01609,I006,sql analysis communication surveying autocad,manufacturing cad_modelling analysis design,6.39,5000,ST,F,0,0,0
S02017,I040,networking sql frontend communication analysis,social_media design writing,8.92,5000,OBC,M,1,1,1
S02596,I016,writing communication social_media,manufacturing python,8.29,5000,GEN,F,0,0,0
S02774,I019,ml backend java autocad python,construction_management analysis surveying autocad,8.33,5000,GEN,M,0,0,0
S03381,I032,sql presentation excel,construction_management surveying autocad design,6.0,5000,GEN,M,0,1,0
S00625,I016,design social_media,manufacturing python,7.08,5000,GEN,F,1,1,1
S00036,I016,social_media excel,manufacturing python,7.93,5000,GEN,M,1,0,0
S03467,I024,analysis financial_modeling,python pcb_design design,8.89,5000,ST,F,0,0,0
S03620,I040,excel presentation construction_management,social_media design writing,6.32,5000,GEN,M,1,0,0
S00960,I019,social_media presentation,construction_management analysis surveying autocad,8.52,5000,GEN,M,0,0,0
S00871,I046,python backend networking,cloud backend frontend,5.98,5000,SC,F,0,0,0
S00078,I028,excel seo social_media,design analysis cad_modelling,6.43,5000,GEN,M,0,0,0
S03530,I026,frontend networking java communication excel,networking pcb_design design,5.65,5000,OBC,M,1,0,0
S03035,I002,social_media communication presentation,autocad analysis,5.9,5000,GEN,F,1,0,0
S00264,I052,seo financial_modeling excel communication cad_modelling,cloud ml frontend,6.06,5000,OBC,M,1,0,0
S01729,I057,construction_management surveying presentation writing,backend sql cloud ml,6.91,5000,GEN,M,1,0,0
S01057,I030,surveying java,python sql java cloud,5.81,5000,GEN,M,1,0,0
S01936,I059,excel writing seo manufacturing,analysis design manufacturing autocad,7.89,5000,OBC,F,0,1,0
S00712,I007,sql ml social_media,manufacturing design networking pcb_design,8.63,5000,GEN,M,1,0,0
S02300,I018,surveying design autocad sql python,python java backend,6.78,5000,ST,M,1,0,0
S03402,I032,networking ml,construction_management surveying autocad design,6.11,5000,OBC,M,1,0,0
S02028,I047,manufacturing presentation writing sql frontend,cad_modelling design manufacturing,8.01,5000,GEN,F,1,0,0
S03311,I006,presentation design,manufacturing cad_modelling analysis design,6.34,5000,GEN,M,1,1,1
S01556,I040,pcb_design construction_management cloud,social_media design writing,8.57,5000,OBC,M,1,0,0
S02861,I007,ml java presentation,manufacturing design networking pcb_design,7.03,5000,GEN,M,0,0,0
S03553,I043,analysis java,presentation seo communication writing,5.81,5000,SC,M,1,0,0
S01938,I007,networking analysis pcb_design design,manufacturing design networking pcb_design,7.29,5000,OBC,M,0,0,0
S02885,I050,ml cloud autocad seo,ml frontend networking,7.4,5000,GEN,M,0,0,0
S00997,I003,social_media excel python backend construction_management,ml sql networking python,7.07,5000,ST,F,1,0,0
S02047,I006,surveying analysis,manufacturing cad_modelling analysis design,6.76,5000,GEN,F,0,0,0
S02440,I060,python surveying cloud networking,design pcb_design analysis python,5.85,5000,GEN,M,0,0,0
S03731,I047,analysis cad_modelling,cad_modelling design manufacturing,7.77,5000,GEN,M,0,0,0
S01943,I041,networking java sql,communication design excel seo,6.52,5000,GEN,M,1,0,0
S02678,I060,social_media cad_modelling,design pcb_design analysis python,7.5,5000,OBC,M,0,0,0
S01847,I002,ml java autocad writing,autocad analysis,8.17,5000,GEN,F,0,0,0
S00514,I052,autocad construction_management,cloud ml frontend,8.85,5000,GEN,F,0,0,0
S02622,I004,presentation analysis,surveying construction_management autocad design,8.39,5000,GEN,M,0,0,0
S03263,I050,java python sql,ml frontend networking,5.77,5000,GEN,F,1,1,1
S03477,I043,sql cad_modelling cloud analysis,presentation seo communication writing,8.58,5000,GEN,F,0,0,0
S00815,I057,sql financial_modeling communication,backend sql cloud ml,8.53,5000,GEN,M,0,1,1
S03948,I010,frontend sql python pcb_design presentation,presentation sql,7.4,5000,OBC,M,1,0,0
S02127,I003,frontend analysis networking seo,ml sql networking python,5.23,5000,GEN,M,0,0,0
S00597,I039,frontend autocad,excel sql,8.73,5000,GEN,M,1,0,0
S01362,I009,excel presentation backend pcb_design financial_modeling,design autocad,7.07,5000,OBC,F,1,0,0
S03812,I052,communication cad_modelling seo frontend,cloud ml frontend,6.23,5000,GEN,M,1,1,1
S01119,I037,networking frontend cad_modelling cloud design,networking python cloud backend,7.59,5000,GEN,M,0,0,0
S03418,I005,design communication sql,design analysis construction_management,7.72,5000,OBC,M,0,0,0
S03119,I019,financial_modeling cloud construction_management presentation,construction_management analysis surveying autocad,6.25,5000,SC,M,1,0,0
S00900,I056,writing social_media design,ml networking python,6.47,5000,GEN,F,0,0,0
S03920,I025,design manufacturing analysis cad_modelling python,surveying design,6.33,5000,OBC,F,0,0,0
S02753,I058,autocad design backend cloud financial_modeling,cloud sql,6.39,5000,OBC,F,0,0,0
S02422,I029,analysis design networking cloud autocad,design communication,5.47,5000,ST,F,1,1,1
S00949,I025,java python frontend writing,surveying design,7.17,5000,OBC,F,0,0,0
S00845,I032,excel financial_modeling analysis manufacturing frontend,construction_management surveying autocad design,8.2,5000,OBC,M,0,0,0
S03899,I020,presentation sql social_media cad_modelling communication,financial_modeling excel presentation,8.07,5000,OBC,F,0,1,0
S02484,I046,backend frontend seo sql java,cloud backend frontend,4.5,5000,ST,F,0,1,1
S02944,I051,cloud backend pcb_design social_media,networking ml python,5.92,5000,OBC,F,1,0,0
S00600,I054,java ml,networking sql frontend backend,7.12,5000,OBC,M,0,0,0
S02512,I053,communication presentation python surveying cloud,backend sql cloud,8.85,5000,GEN,M,0,0,0
S03250,I006,presentation analysis manufacturing design,manufacturing cad_modelling analysis design,5.96,5000,GEN,O,0,0,0
S02826,I030,design java seo,python sql java cloud,5.73,5000,GEN,M,0,0,0
S02423,I010,presentation excel analysis design,presentation sql,6.02,5000,OBC,F,1,0,0
S03636,I015,design presentation excel backend autocad,communication presentation excel,7.9,5000,GEN,F,0,0,0
S00489,I045,ml java writing analysis,communication analysis excel,7.17,5000,GEN,F,0,1,0
S03987,I057,pcb_design analysis communication networking,backend sql cloud ml,8.21,5000,SC,F,0,1,1
S01482,I006,financial_modeling presentation sql cad_modelling,manufacturing cad_modelling analysis design,7.67,5000,OBC,F,1,1,1
S00351,I010,presentation analysis,presentation sql,7.76,5000,GEN,F,0,1,1
S03988,I059,autocad construction_management,analysis design manufacturing autocad,6.06,5000,GEN,M,1,0,0
S00681,I056,design ml,ml networking python,6.01,5000,GEN,F,0,0,0
S02384,I029,analysis sql cloud autocad pcb_design,design communication,8.18,5000,OBC,F,1,0,0
S02173,I050,networking manufacturing java,ml frontend networking,6.28,5000,GEN,O,1,0,0
S02195,I047,cloud frontend,cad_modelling design manufacturing,8.39,5000,SC,F,0,0,0
S03181,I029,communication manufacturing design pcb_design,design communication,6.26,5000,SC,F,0,1,1
S03032,I020,networking analysis python communication cloud,financial_modeling excel presentation,5.5,5000,GEN,F,0,0,0
S00780,I029,analysis excel cloud,design communication,7.39,5000,GEN,M,1,0,0
S03776,I044,communication sql excel,sql presentation financial_modeling,7.14,5000,OBC,M,1,0,0
S03952,I058,seo communication financial_modeling java,cloud sql,6.77,5000,GEN,M,0,0,0
S01896,I023,presentation analysis,ml frontend sql java,5.64,5000,GEN,M,0,0,0
S02783,I007,social_media excel surveying,manufacturing design networking pcb_design,5.71,5000,ST,M,1,0,0
S01689,I056,excel design pcb_design,ml networking python,8.52,5000,GEN,F,1,0,0
S01953,I037,manufacturing java social_media cloud,networking python cloud backend,6.55,5000,GEN,M,1,1,1
S00400,I021,ml backend,design manufacturing autocad cad_modelling,7.49,5000,OBC,F,1,0,0
S01666,I039,analysis pcb_design design cad_modelling social_media,excel sql,5.85,5000,GEN,F,0,0,0
S01251,I055,ml networking sql,cloud ml backend python,6.04,5000,OBC,M,0,0,0
S01930,I046,design cloud presentation excel,cloud backend frontend,7.42,5000,SC,F,1,0,0
S02930,I003,design python manufacturing ml cad_modelling,ml sql networking python,5.04,5000,OBC,M,0,1,1
S03735,I041,networking design construction_management pcb_design frontend,communication design excel seo,4.62,5000,GEN,F,0,0,0
S00545,I028,python networking sql,design analysis cad_modelling,5.72,5000,GEN,M,0,0,0
S01383,I041,python networking java,communication design excel seo,8.75,5000,SC,M,0,1,1
S01856,I035,sql ml python writing,presentation financial_modeling,4.51,5000,GEN,F,0,0,0
S00737,I042,social_media design writing seo python,communication excel presentation,6.21,5000,OBC,M,1,0,0
S02381,I037,design autocad analysis,networking python cloud backend,7.32,5000,GEN,M,0,0,0
S00652,I050,analysis construction_management writing networking cloud,ml frontend networking,8.19,5000,SC,M,0,0,0
S02242,I031,sql cloud excel presentation networking,sql analysis,4.92,5000,GEN,F,0,0,0
S02378,I017,networking design financial_modeling cad_modelling,analysis presentation,7.56,5000,OBC,F,1,0,0
S00785,I036,analysis cloud cad_modelling,frontend python,6.56,5000,GEN,M,0,0,0
S01055,I010,python networking seo frontend,presentation sql,7.97,5000,OBC,M,0,1,0
S01620,I039,python networking financial_modeling social_media,excel sql,8.23,5000,OBC,M,1,0,0
S02143,I031,design cad_modelling cloud sql,sql analysis,5.61,5000,GEN,M,0,1,1
S02839,I050,sql networking ml,ml frontend networking,8.29,5000,GEN,M,0,1,0
S00846,I025,seo presentation excel communication,surveying design,6.39,5000,GEN,M,1,0,0
S02167,I059,autocad surveying seo financial_modeling frontend,analysis design manufacturing autocad,6.85,5000,OBC,F,0,0,0
S03722,I010,sql financial_modeling presentation,presentation sql,6.39,5000,GEN,M,0,0,0
S00607,I058,networking cad_modelling java analysis construction_management,cloud sql,8.08,5000,GEN,O,0,0,0
S02577,I032,analysis surveying backend frontend cloud,construction_management surveying autocad design,8.45,5000,OBC,F,1,0,0
S02819,I005,manufacturing networking construction_management ml,design analysis construction_management,6.89,5000,GEN,M,0,0,0
S03027,I044,communication financial_modeling design,sql presentation financial_modeling,5.37,5000,OBC,M,0,0,0
S03854,I022,java sql,writing seo,6.25,5000,SC,M,1,0,0
S02419,I006,analysis design social_media,manufacturing cad_modelling analysis design,5.52,5000,SC,F,1,0,0
S00867,I051,analysis manufacturing autocad sql python,networking ml python,5.86,5000,OBC,F,1,0,0
S02718,I032,design manufacturing frontend analysis presentation,construction_management surveying autocad design,6.75,5000,OBC,M,0,0,0
S00416,I015,financial_modeling presentation analysis seo communication,communication presentation excel,7.4,5000,GEN,F,0,1,1
S01829,I047,ml financial_modeling communication cad_modelling design,cad_modelling design manufacturing,7.44,5000,GEN,F,1,1,1
S03972,I007,sql ml frontend surveying,manufacturing design networking pcb_design,6.59,5000,OBC,M,0,0,0
S00254,I051,manufacturing excel sql networking,networking ml python,5.24,5000,GEN,M,0,0,0
S02865,I023,design analysis cloud,ml frontend sql java,7.61,5000,OBC,F,0,0,0
S02283,I015,communication writing social_media,communication presentation excel,8.46,5000,OBC,M,0,0,0
S01671,I006,communication backend java networking,manufacturing cad_modelling analysis design,6.05,5000,GEN,F,0,0,0
S02414,I001,design communication,manufacturing design cad_modelling autocad,7.97,5000,GEN,M,1,0,0
S00812,I015,cad_modelling frontend java pcb_design writing,communication presentation excel,9.17,5000,OBC,F,0,0,0
S00083,I017,autocad java ml manufacturing communication,analysis presentation,6.22,5000,GEN,M,0,0,0
S01794,I041,analysis cad_modelling autocad cloud pcb_design,communication design excel seo,6.67,5000,OBC,M,1,0,0
S02086,I022,analysis manufacturing writing presentation,writing seo,7.31,5000,OBC,F,1,1,1
S00771,I048,analysis surveying autocad,ml java,7.95,5000,GEN,M,0,0,0
S02431,I058,financial_modeling sql presentation,cloud sql,6.59,5000,GEN,M,0,0,0
S03493,I044,design analysis,sql presentation financial_modeling,4.29,5000,OBC,F,0,0,0
S02765,I019,analysis presentation,construction_management analysis surveying autocad,5.94,5000,GEN,M,0,0,0
S00444,I050,sql analysis writing,ml frontend networking,6.3,5000,SC,F,1,0,0
S00568,I014,analysis manufacturing backend social_media excel,backend python frontend,4.58,5000,SC,M,1,1,1
S01671,I030,communication backend java networking,python sql java cloud,6.05,5000,GEN,F,0,0,0
S03100,I053,communication networking design,backend sql cloud,7.04,5000,GEN,F,1,0,0
S03534,I046,analysis design networking java cloud,cloud backend frontend,7.31,5000,GEN,F,1,0,0
S00807,I036,manufacturing design analysis python writing,frontend python,8.0,5000,SC,F,0,0,0
S00442,I020,social_media writing financial_modeling,financial_modeling excel presentation,7.12,5000,GEN,M,0,0,0
S00608,I043,backend java excel presentation,presentation seo communication writing,6.96,5000,GEN,M,0,1,1
S00062,I032,writing presentation frontend backend construction_management,construction_management surveying autocad design,6.58,5000,ST,M,1,0,0
S01530,I022,python frontend,writing seo,8.05,5000,GEN,M,0,0,0
S02190,I057,excel sql,backend sql cloud ml,6.84,5000,GEN,F,0,0,0
S00125,I036,communication financial_modeling excel,frontend python,8.08,5000,OBC,M,1,0,0
S03925,I045,python excel autocad,communication analysis excel,8.12,5000,GEN,F,1,0,0
S01874,I011,pcb_design frontend,communication analysis,7.48,5000,OBC,M,0,0,0
S00199,I025,seo writing sql java,surveying design,7.41,5000,GEN,M,0,0,0
S02599,I009,writing seo design,design autocad,5.91,5000,GEN,F,1,0,0
S02623,I041,python java networking autocad,communication design excel seo,5.61,5000,GEN,F,0,0,0
S02123,I010,python presentation excel backend,presentation sql,7.66,5000,SC,F,1,1,1
S03006,I029,social_media excel presentation frontend java,design communication,7.21,5000,GEN,M,0,0,0
S02936,I024,cad_modelling analysis autocad social_media,python pcb_design design,6.57,5000,OBC,M,0,0,0
S01362,I049,excel presentation backend pcb_design financial_modeling,writing seo design presentation,7.07,5000,OBC,F,1,0,0
S01729,I055,construction_management surveying presentation writing,cloud ml backend python,6.91,5000,GEN,M,1,0,0
S03058,I027,networking design cad_modelling communication presentation,autocad construction_management analysis,8.15,5000,GEN,M,0,0,0
S00509,I010,social_media seo design presentation,presentation sql,6.48,5000,GEN,M,0,0,0
S01234,I005,cloud seo java excel,design analysis construction_management,7.18,5000,GEN,O,0,0,0
